customerid,transactions,price,quantity,country,date
210,"Rice, Beef, Pasta, Grapes, Carrots",42,20,Germany,7/23/2023
36,"Pasta, Fish, Potatoes",11,19,Germany,2/26/2022
654,"Eggs, Carrots, Potatoes, Cereal, Bananas",35,8,United Kingdom,6/11/2022
774,"Onions, Cheese, Fish",59,3,Canada,5/6/2022
656,"Potatoes, Cereal, Fish, Tomatoes",43,4,Australia,4/3/2020
207,"Lettuce, Carrots, Beef",53,15,United Kingdom,10/25/2022
784,"Butter, Onions, Cereal, Cheese, Grapes",91,12,Australia,1/23/2022
209,"Potatoes, Apples, Oranges, Cereal",32,5,United States,11/19/2022
500,"Rice, Carrots, Eggs, Apples",20,4,Canada,1/8/2022
48,"Milk, Fish, Bananas",8,5,Germany,10/11/2021
897,"Bananas, Milk, Butter",60,14,Canada,3/24/2021
780,"Cereal, Apples, Milk, Bananas, Oranges",3,6,Australia,8/20/2020
607,"Onions, Cheese, Cereal, Beef, Rice",1,20,Canada,11/18/2023
735,"Butter, Cereal, Oranges, Rice",47,11,Australia,1/4/2020
934,"Carrots, Oranges",45,1,Germany,8/3/2024
836,"Oranges, Onions, Chicken, Cereal",74,10,United States,6/27/2024
313,"Rice, Potatoes, Fish",47,20,United States,12/28/2020
983,"Bananas, Chicken, Bread, Grapes",10,19,Canada,12/30/2022
285,"Fish, Potatoes, Apples, Cheese, Carrots",36,17,Germany,4/3/2022
549,"Potatoes, Rice",25,15,Canada,7/7/2024
365,"Tomatoes, Rice",72,18,Germany,3/15/2020
195,"Bananas, Potatoes, Eggs, Chicken",7,14,United Kingdom,3/10/2022
608,"Apples, Butter, Onions, Milk, Potatoes",58,20,United States,5/2/2024
344,"Chicken, Cereal",58,7,United States,7/15/2021
884,"Apples, Grapes, Tomatoes, Onions",16,3,Canada,2/18/2024
114,"Butter, Potatoes, Pasta, Onions",44,2,United Kingdom,10/19/2024
582,"Cereal, Oranges, Butter",49,8,Germany,6/5/2024
22,"Eggs, Bananas",49,1,Germany,7/15/2023
708,"Beef, Apples",44,13,Australia,5/13/2023
93,Milk,51,20,Germany,1/11/2020
676,Grapes,11,3,Australia,8/6/2021
43,"Apples, Beef, Pasta, Fish",65,10,Germany,5/2/2024
878,"Butter, Lettuce, Beef",21,15,Germany,3/12/2021
996,Carrots,88,16,United States,5/26/2024
382,Eggs,52,15,Germany,8/11/2021
569,"Oranges, Bread",79,4,Germany,1/21/2021
26,"Carrots, Butter, Cheese",32,3,Germany,12/24/2023
706,Carrots,52,18,United Kingdom,8/17/2023
777,"Chicken, Oranges",62,18,Germany,9/16/2020
734,"Fish, Apples, Carrots, Milk",17,10,United Kingdom,6/30/2022
638,"Lettuce, Chicken, Beef, Bread",67,19,Germany,11/4/2024
506,"Bread, Pasta",74,9,Canada,6/9/2023
623,"Grapes, Bananas, Pasta",73,10,Canada,4/22/2024
123,"Bread, Rice",50,5,United States,7/15/2021
370,"Onions, Rice",67,8,Canada,10/23/2021
67,"Fish, Eggs, Bananas, Rice",38,19,United Kingdom,5/7/2021
11,Grapes,19,15,Australia,2/14/2021
765,"Beef, Milk",47,9,Australia,5/28/2021
634,"Onions, Lettuce",0,3,Germany,5/16/2020
264,"Tomatoes, Rice, Oranges",76,15,Australia,11/18/2020
423,"Grapes, Cheese, Fish, Onions, Chicken",42,10,Australia,10/2/2024
374,"Grapes, Potatoes, Oranges, Fish",35,3,Canada,6/25/2023
733,"Tomatoes, Beef",990,2,United Kingdom,6/27/2024
725,"Pasta, Apples, Potatoes",33,11,United States,11/8/2022
901,Eggs,5,5,United Kingdom,5/16/2020
739,"Pasta, Milk, Grapes, Carrots, Fish",30,20,Germany,1/2/2021
931,"Bread, Tomatoes, Rice, Chicken",35,19,United Kingdom,2/20/2022
832,Beef,98,6,Canada,7/8/2021
356,"Eggs, Carrots, Potatoes, Onions, Bananas",28,4,Canada,1/5/2023
386,"Bread, Carrots, Fish, Eggs",61,9,Australia,12/15/2021
202,"Milk, Oranges, Bananas, Cereal",30,7,United States,3/10/2020
470,Grapes,65,1,Australia,3/26/2022
284,"Potatoes, Onions, Bread, Lettuce, Bananas",37,4,Canada,8/15/2021
20,Grapes,15,3,United States,7/28/2023
107,"Tomatoes, Bread, Pasta, Eggs",94,1,United States,8/15/2020
860,"Tomatoes, Bananas, Bread, Potatoes",77,1,United Kingdom,8/9/2024
548,"Lettuce, Cheese",32,14,Canada,8/28/2024
769,"Bananas, Apples, Potatoes, Lettuce, Eggs",15,13,Australia,2/28/2023
115,"Fish, Tomatoes, Bread, Pasta",57,15,Germany,1/12/2021
702,"Oranges, Butter, Onions",71,17,Canada,3/12/2023
622,"Beef, Fish",21,19,United States,4/29/2023
970,"Oranges, Cereal, Lettuce",97,13,Canada,1/17/2024
569,"Oranges, Bread, Apples",59,11,Australia,8/26/2024
162,"Potatoes, Cereal",88,8,Germany,5/11/2023
403,"Carrots, Cheese, Apples, Eggs, Fish",1,1,United Kingdom,5/20/2024
762,"Cereal, Chicken, Fish",34,20,Canada,9/23/2021
318,"Tomatoes, Rice",18,16,United Kingdom,4/3/2022
861,Pasta,47,19,Germany,4/5/2022
784,"Cheese, Grapes, Bread",74,11,Australia,10/16/2023
749,"Carrots, Bananas, Oranges, Potatoes, Pasta",68,10,United States,4/3/2023
280,"Apples, Bread, Eggs, Milk, Butter",17,6,Canada,8/30/2022
569,Grapes,34,3,Australia,11/17/2021
136,"Potatoes, Fish",52,7,United Kingdom,1/30/2021
166,Butter,59,17,Canada,11/1/2024
222,"Eggs, Grapes, Lettuce",11,15,United States,3/21/2024
625,Onions,26,12,Australia,5/9/2020
68,"Bananas, Apples, Milk, Beef",5,12,United Kingdom,1/25/2021
160,"Butter, Rice, Onions",2,11,United States,3/18/2024
577,"Bananas, Apples, Chicken, Pasta, Butter",7,2,United States,6/19/2020
177,"Potatoes, Milk, Carrots, Eggs, Bananas",49,8,Canada,5/27/2021
608,"Chicken, Eggs, Milk, Beef, Grapes",93,4,Germany,8/18/2024
839,"Fish, Cereal",69,15,Germany,3/29/2020
1,"Pasta, Chicken, Bread",44,11,Australia,8/19/2021
400,"Pasta, Cereal, Beef, Oranges",64,4,Canada,5/7/2020
799,"Grapes, Onions, Eggs, Tomatoes",9,13,Germany,9/9/2021
913,Grapes,6,17,United Kingdom,5/16/2020
974,"Chicken, Onions",58,7,Canada,10/4/2023
413,"Eggs, Lettuce, Apples, Bread",55,9,United States,5/29/2021
932,Cheese,69,19,Germany,8/29/2024
785,"Eggs, Lettuce",8,16,Germany,3/18/2022
39,"Cereal, Pasta, Chicken, Rice",13,20,United States,8/12/2024
211,"Oranges, Grapes, Eggs",19,6,United Kingdom,5/26/2024
123,"Bread, Onions, Fish",54,14,Canada,2/14/2021
782,"Tomatoes, Cereal, Beef, Oranges",59,1,Germany,2/21/2021
184,"Tomatoes, Rice, Onions",42,10,Germany,9/7/2020
802,"Onions, Oranges, Cereal, Bananas",36,4,United Kingdom,4/11/2021
836,"Potatoes, Pasta, Cheese, Oranges",22,9,Germany,5/20/2023
15,"Grapes, Milk, Apples, Chicken, Cheese",56,10,Germany,3/15/2021
216,"Cheese, Carrots",19,1,Germany,11/18/2024
341,"Beef, Tomatoes, Rice, Eggs",88,6,United States,3/4/2020
28,"Oranges, Apples, Bananas",94,20,Germany,10/12/2020
557,"Chicken, Milk, Onions",57,16,Australia,9/3/2020
728,"Milk, Tomatoes",65,14,United States,3/7/2024
571,"Cheese, Bread, Bananas",14,9,Germany,6/9/2020
905,"Fish, Potatoes, Chicken, Apples, Onions",26,16,United States,5/30/2024
763,"Bread, Beef",31,14,Germany,7/15/2023
887,Bread,14,6,Canada,9/1/2021
348,Cheese,71,5,Australia,6/26/2024
88,"Grapes, Beef, Oranges",6,10,Australia,2/12/2021
182,Lettuce,65,1,Australia,9/28/2021
143,"Apples, Onions, Bread",91,11,Australia,4/5/2021
624,"Eggs, Fish, Cereal, Chicken",99,19,Australia,7/10/2020
291,"Grapes, Oranges",96,3,United Kingdom,9/3/2024
482,Rice,52,20,United Kingdom,6/18/2021
132,Oranges,58,2,Canada,5/13/2023
430,Pasta,4,1,United Kingdom,11/14/2021
760,"Bananas, Cheese, Milk, Lettuce",70,5,United States,3/27/2021
822,"Onions, Lettuce, Bread, Pasta, Eggs",68,19,United States,3/30/2020
190,"Butter, Tomatoes, Grapes",14,9,Canada,4/15/2021
776,"Bread, Cereal, Potatoes, Carrots, Grapes",85,2,United Kingdom,6/11/2022
1000,"Bananas, Oranges",59,7,Australia,7/16/2022
496,"Onions, Chicken, Potatoes, Butter",79,8,United States,10/1/2022
888,"Rice, Fish, Pasta",30,4,United States,11/23/2022
973,Milk,22,12,United Kingdom,7/5/2020
386,"Rice, Fish, Potatoes, Lettuce",67,19,Germany,4/27/2021
356,"Beef, Potatoes, Oranges",99,6,Australia,7/10/2022
381,"Potatoes, Milk, Grapes",47,3,United States,4/13/2024
454,"Potatoes, Lettuce, Onions, Oranges",43,15,Germany,11/7/2020
415,"Tomatoes, Cheese",71,20,United States,3/31/2022
753,"Apples, Onions, Lettuce, Oranges",87,16,Australia,4/17/2023
129,"Lettuce, Bananas, Onions",84,2,United Kingdom,2/5/2024
46,"Carrots, Bread",3,3,United States,4/19/2020
242,Apples,50,4,Germany,2/2/2021
571,"Rice, Cereal",58,13,Canada,2/26/2021
336,"Eggs, Carrots, Grapes, Onions, Tomatoes",28,10,Canada,1/6/2021
933,"Butter, Eggs, Carrots, Tomatoes",61,8,Canada,7/18/2024
756,Beef,44,13,Australia,4/29/2023
680,Eggs,89,20,United Kingdom,7/9/2024
578,"Chicken, Cereal, Milk, Beef, Potatoes",98,13,United Kingdom,1/8/2022
7,"Tomatoes, Lettuce",52,19,Germany,5/31/2021
194,"Butter, Onions, Beef",47,13,Australia,4/11/2021
208,"Milk, Onions, Cheese, Butter, Bananas",82,3,United Kingdom,7/21/2021
611,"Carrots, Oranges, Potatoes, Grapes, Apples",12,17,Australia,6/18/2023
607,"Fish, Bananas, Carrots, Cheese, Tomatoes",47,19,Canada,1/5/2023
820,"Fish, Beef, Bread, Carrots, Bananas",79,9,United Kingdom,2/27/2024
273,"Oranges, Bread, Carrots, Cereal, Beef",26,14,United States,2/16/2022
703,"Grapes, Fish, Pasta, Potatoes, Lettuce",50,4,United States,8/2/2021
934,"Milk, Bananas",14,15,Australia,3/20/2022
552,"Bread, Beef, Tomatoes, Rice",90,6,United Kingdom,8/9/2024
255,"Eggs, Grapes, Milk, Tomatoes",93,11,United Kingdom,8/15/2021
838,"Bread, Tomatoes",97,19,Germany,12/19/2022
909,"Potatoes, Onions, Eggs",14,8,Australia,2/1/2024
536,"Butter, Grapes, Pasta, Chicken",99,2,United States,8/23/2023
443,"Bananas, Fish, Pasta",36,6,United States,7/16/2021
325,"Beef, Chicken, Bananas, Cheese",53,19,Australia,3/18/2020
657,"Bread, Fish, Potatoes, Onions",10,13,Germany,12/6/2022
977,Rice,65,1,United States,3/14/2021
856,Carrots,96,4,Germany,9/11/2021
194,"Cheese, Onions, Pasta, Bread, Fish",45,2,Australia,4/28/2023
470,"Apples, Potatoes, Chicken",49,10,United Kingdom,3/20/2023
207,"Pasta, Bread, Rice, Apples",31,20,Canada,9/19/2024
960,"Cheese, Onions, Potatoes",46,8,United States,7/4/2023
455,"Rice, Lettuce, Grapes, Cereal",87,14,Australia,2/5/2021
864,"Chicken, Beef, Pasta, Eggs",31,19,Australia,2/12/2022
474,"Rice, Lettuce, Potatoes, Tomatoes",0,9,Germany,6/2/2022
597,"Fish, Onions, Grapes, Apples",9,12,Canada,9/18/2024
519,"Bread, Eggs, Apples, Fish, Onions",41,9,Germany,3/12/2024
782,Fish,36,20,Canada,1/31/2022
648,Tomatoes,61,19,Germany,4/11/2022
385,"Grapes, Bread",0,20,United States,8/1/2021
513,Bread,78,8,Germany,3/15/2023
727,"Onions, Potatoes",290,6,Canada,9/25/2023
967,"Cheese, Pasta, Fish, Cereal, Potatoes",37,14,Australia,8/23/2021
732,"Potatoes, Eggs, Beef, Fish, Bananas",26,19,United States,9/28/2024
412,"Rice, Bread",67,13,Australia,12/11/2020
463,"Butter, Grapes, Milk",48,4,Germany,1/17/2022
379,Grapes,78,1,Canada,10/2/2020
518,"Apples, Butter",26,3,Australia,12/26/2023
256,"Rice, Carrots, Cereal, Milk, Chicken",25,11,United Kingdom,8/11/2021
673,"Tomatoes, Potatoes, Eggs, Cereal",60,20,Canada,7/19/2023
44,"Rice, Potatoes",27,6,United Kingdom,5/6/2022
873,"Beef, Tomatoes",70,5,United States,2/24/2022
967,"Rice, Chicken, Milk, Lettuce, Cheese",63,20,Australia,3/2/2023
477,"Onions, Pasta, Chicken, Fish, Lettuce",25,5,United States,2/29/2024
672,"Bananas, Oranges, Apples",37,18,Germany,2/8/2023
813,"Cereal, Beef, Lettuce, Carrots",70,7,Canada,5/12/2024
152,"Butter, Potatoes",57,8,Canada,7/29/2020
86,"Tomatoes, Carrots",79,3,Canada,11/14/2020
256,Cereal,78,3,United States,3/23/2023
160,"Grapes, Eggs, Cereal, Milk",43,10,United Kingdom,1/17/2022
997,"Onions, Chicken, Bread",50,5,Australia,2/25/2022
836,"Grapes, Rice, Bananas, Pasta, Beef",85,5,Canada,12/27/2023
694,"Eggs, Bread",58,17,United States,8/31/2020
603,"Onions, Eggs, Grapes",8,11,Germany,4/9/2023
415,Fish,83,2,United States,9/18/2023
375,"Cheese, Lettuce, Apples",7,14,Canada,5/6/2021
685,"Bananas, Beef, Tomatoes",38,20,United Kingdom,11/16/2021
558,"Chicken, Pasta",24,19,United States,5/14/2022
961,Tomatoes,53,10,United Kingdom,3/23/2024
36,"Oranges, Grapes, Apples, Butter",47,11,United Kingdom,10/22/2024
766,"Butter, Bananas, Beef",15,17,United Kingdom,4/27/2021
269,"Butter, Oranges",47,7,Canada,9/19/2021
702,Carrots,69,10,United Kingdom,1/11/2023
496,"Rice, Carrots, Bananas",46,17,Germany,11/21/2021
800,"Potatoes, Carrots, Beef, Cereal, Chicken",6,3,United States,5/12/2022
945,"Pasta, Fish",2,14,United Kingdom,1/20/2021
821,Bananas,15,11,United States,3/31/2020
193,Fish,91,5,United Kingdom,11/6/2020
844,Grapes,40,20,Germany,3/23/2020
760,"Potatoes, Pasta, Eggs, Tomatoes, Oranges",65,10,Germany,7/9/2024
237,Carrots,74,8,Australia,11/27/2022
246,"Bread, Eggs",12,7,United Kingdom,2/11/2020
371,"Beef, Cheese",41,9,United Kingdom,10/12/2023
722,Cheese,11,1,Canada,2/18/2020
384,"Potatoes, Rice, Pasta",79,17,United States,12/22/2022
272,Pasta,54,10,Germany,5/17/2024
128,Grapes,43,3,United States,7/3/2024
339,"Lettuce, Butter, Carrots",34,7,Germany,4/20/2020
62,"Lettuce, Eggs, Grapes, Pasta, Oranges",3,7,United States,4/17/2022
209,"Eggs, Milk, Butter, Chicken, Apples",69,9,Germany,2/24/2021
702,"Potatoes, Tomatoes, Beef, Grapes, Pasta",59,17,United States,2/5/2020
779,"Bread, Carrots",46,4,United Kingdom,7/15/2024
83,"Chicken, Tomatoes, Grapes",65,18,Australia,7/17/2024
288,"Chicken, Oranges",99,14,United Kingdom,1/31/2022
919,Grapes,86,13,Germany,11/20/2021
570,"Grapes, Chicken, Oranges, Bananas",57,15,Australia,10/14/2021
373,"Oranges, Milk",61,7,Canada,9/27/2020
177,"Chicken, Potatoes, Fish, Milk, Tomatoes",64,15,Canada,8/3/2022
782,"Cheese, Grapes",41,5,Canada,3/4/2023
759,"Beef, Butter, Cereal, Pasta",76,14,United States,3/2/2021
545,"Butter, Grapes, Rice, Lettuce",44,7,Australia,5/24/2023
513,Apples,54,16,Germany,7/13/2021
271,"Eggs, Apples, Cereal, Onions",77,12,Australia,7/5/2020
84,"Rice, Onions, Potatoes",30,20,United States,6/27/2024
994,Beef,28,16,Canada,10/22/2021
315,"Fish, Pasta, Carrots",19,17,Canada,12/24/2021
476,"Carrots, Eggs, Bananas, Fish, Cheese",81,4,United Kingdom,7/18/2021
863,"Potatoes, Pasta",27,11,Canada,10/6/2023
881,"Tomatoes, Pasta, Fish, Eggs, Rice",87,9,United States,10/8/2021
732,"Potatoes, Tomatoes",84,5,Canada,12/4/2024
338,"Oranges, Rice, Milk, Bananas, Cereal",64,19,Canada,11/29/2021
213,"Beef, Apples",17,16,Australia,1/20/2023
799,"Milk, Tomatoes, Onions",59,11,United States,1/27/2021
30,"Bread, Carrots, Lettuce, Tomatoes, Fish",17,19,Germany,6/13/2021
792,Eggs,77,19,United Kingdom,7/10/2020
620,"Apples, Rice",33,18,United States,6/27/2023
147,Bananas,25,10,Germany,8/27/2021
323,"Chicken, Oranges",47,17,Germany,7/23/2020
530,Butter,11,7,Germany,1/20/2023
942,"Cheese, Bread, Chicken",68,18,United Kingdom,3/24/2020
399,"Butter, Bananas, Beef",30,5,Australia,11/11/2022
692,"Grapes, Eggs",47,17,United States,11/23/2022
321,"Lettuce, Oranges, Fish, Carrots",61,16,United Kingdom,2/4/2024
994,"Beef, Milk",88,16,United States,6/7/2020
74,"Tomatoes, Cheese",29,1,United Kingdom,3/12/2021
294,"Apples, Beef, Lettuce, Potatoes",29,9,United States,1/4/2021
191,"Cereal, Apples",75,19,United States,3/27/2020
554,"Cheese, Milk",12,15,United States,8/16/2024
554,"Grapes, Chicken",40,14,United States,7/2/2022
465,"Beef, Bananas",51,20,Australia,11/23/2020
206,Milk,63,12,Canada,3/13/2022
128,"Apples, Potatoes",4,3,United States,12/20/2022
256,"Tomatoes, Potatoes",29,16,United Kingdom,2/14/2021
75,"Beef, Bread, Chicken, Eggs",69,19,United Kingdom,12/10/2021
148,"Oranges, Rice, Lettuce, Chicken, Bananas",68,13,Canada,4/24/2023
727,"Milk, Grapes, Apples, Carrots, Eggs",67,1,Australia,5/11/2022
462,"Pasta, Fish, Butter, Bread",97,12,United Kingdom,6/11/2022
445,Carrots,18,5,United Kingdom,1/17/2020
43,"Tomatoes, Apples, Carrots, Cheese, Grapes",11,8,Australia,4/30/2023
89,Lettuce,42,10,United States,2/26/2024
519,"Rice, Lettuce, Cheese, Tomatoes, Beef",11,2,United States,10/26/2023
934,Pasta,37,6,Canada,5/20/2022
477,"Grapes, Bananas, Beef",1,11,United States,10/3/2023
626,"Potatoes, Lettuce, Fish, Bananas, Cereal",24,9,United States,6/9/2023
421,"Beef, Carrots, Rice, Bread",23,7,United States,2/14/2022
797,"Onions, Carrots, Butter, Lettuce, Apples",48,8,Canada,8/31/2023
756,"Beef, Apples, Butter, Milk",11,11,Germany,9/17/2024
385,"Lettuce, Cereal, Onions, Bread",87,9,Canada,11/10/2021
340,"Lettuce, Grapes, Butter, Apples, Bread",56,7,United Kingdom,8/29/2024
606,Lettuce,61,5,Germany,7/4/2023
89,"Beef, Pasta, Cereal, Oranges",41,17,United Kingdom,3/15/2020
790,"Tomatoes, Beef",67,10,Australia,1/23/2024
503,"Lettuce, Rice",34,1,Canada,6/11/2021
977,"Lettuce, Rice, Apples",26,12,Germany,10/4/2021
290,"Milk, Tomatoes, Carrots, Onions",49,12,Germany,2/29/2024
611,"Grapes, Rice, Eggs",38,20,Canada,1/9/2022
759,"Onions, Cheese, Chicken",25,3,Germany,7/26/2023
4,"Beef, Bread, Rice, Tomatoes, Cereal",78,18,Australia,8/10/2020
17,"Milk, Butter, Carrots, Bread, Potatoes",21,13,Canada,7/10/2021
42,Grapes,84,13,United Kingdom,8/26/2023
529,"Tomatoes, Pasta, Milk, Eggs",99,11,Canada,6/26/2022
91,"Lettuce, Carrots, Cheese, Fish, Butter",67,16,Australia,11/24/2022
596,"Tomatoes, Beef",51,8,Germany,2/14/2023
878,"Carrots, Onions",74,11,United Kingdom,11/17/2023
264,"Chicken, Carrots, Beef, Potatoes",,,Canada,7/16/2022
445,"Milk, Butter, Eggs, Rice, Cheese",70,20,United States,7/17/2024
183,"Butter, Rice, Beef, Lettuce, Cheese",52,3,Germany,6/19/2020
923,"Grapes, Cheese, Cereal, Carrots",55,10,United Kingdom,9/15/2024
622,Butter,14,15,United Kingdom,3/5/2021
793,"Grapes, Potatoes, Bread, Onions",82,10,Australia,10/6/2020
132,"Eggs, Cereal, Apples",4,18,Australia,9/10/2022
619,"Fish, Rice",58,15,Canada,8/2/2023
742,"Pasta, Milk, Eggs",10,4,Germany,9/10/2022
462,"Beef, Apples, Bread, Fish",44,5,Germany,11/29/2023
544,"Fish, Apples, Potatoes, Onions, Cereal",1,18,United Kingdom,12/29/2021
922,"Oranges, Carrots",56,12,United Kingdom,2/2/2020
854,"Milk, Tomatoes",82,3,Canada,3/11/2020
399,Milk,63,4,United States,10/23/2024
798,"Beef, Lettuce",53,6,Canada,1/19/2024
684,"Grapes, Pasta",85,1,Germany,3/8/2024
67,"Cereal, Chicken, Onions, Lettuce",93,10,United Kingdom,5/10/2020
468,"Onions, Potatoes, Beef, Cereal",75,14,Germany,11/8/2024
691,"Butter, Apples, Milk, Cheese, Pasta",6,18,Germany,4/27/2021
15,"Tomatoes, Bananas",49,3,Germany,5/30/2020
171,"Pasta, Milk, Chicken, Bread",94,4,Germany,12/28/2023
642,Eggs,90,5,United Kingdom,8/11/2024
364,Bananas,50,6,Canada,9/2/2020
171,"Oranges, Apples",10,7,Germany,10/30/2023
560,Potatoes,41,14,United States,7/9/2020
836,"Eggs, Onions, Chicken",11,15,Australia,3/12/2024
791,"Oranges, Carrots, Bread, Lettuce, Rice",8,12,United Kingdom,7/17/2020
722,"Milk, Lettuce, Pasta, Apples",4,9,Australia,4/23/2022
109,Potatoes,57,2,United Kingdom,6/6/2022
598,"Pasta, Eggs",52,1,Australia,2/16/2024
834,Potatoes,92,20,United Kingdom,11/8/2023
41,"Apples, Grapes, Chicken, Fish",65,18,United Kingdom,10/10/2024
898,"Onions, Lettuce, Potatoes",88,15,United Kingdom,2/16/2022
288,"Bread, Carrots, Fish",59,18,United Kingdom,12/11/2020
334,"Eggs, Onions, Butter, Oranges, Rice",13,13,Australia,2/12/2024
514,Bananas,37,7,Australia,12/22/2022
987,"Bread, Onions, Cereal, Chicken, Rice",34,5,United States,10/15/2020
545,"Tomatoes, Apples, Carrots, Onions, Bananas",4,9,United States,6/28/2022
821,Tomatoes,68,17,Germany,4/3/2022
435,Carrots,80,5,United States,7/8/2022
648,"Apples, Milk, Onions",66,7,United Kingdom,6/1/2021
586,Grapes,22,6,United Kingdom,1/19/2020
876,"Bread, Cereal",7,19,Canada,5/21/2020
30,"Bread, Lettuce, Grapes, Cheese",19,5,Germany,5/12/2024
522,Lettuce,91,6,Canada,11/15/2020
43,"Pasta, Milk, Oranges, Onions",64,13,Germany,12/10/2024
761,"Apples, Tomatoes, Onions",43,1,United Kingdom,10/12/2022
518,"Tomatoes, Carrots",21,17,Australia,1/6/2024
37,"Tomatoes, Cereal",60,6,United Kingdom,5/14/2021
899,"Tomatoes, Onions",57,14,Germany,1/4/2021
789,"Oranges, Apples, Rice, Bananas",50,16,United States,3/2/2022
691,Butter,36,13,Germany,3/26/2021
587,"Bread, Potatoes, Butter, Milk",35,15,Australia,8/26/2024
579,Butter,35,11,Canada,10/25/2021
72,"Apples, Carrots, Oranges, Eggs",68,7,Australia,1/2/2023
400,"Cereal, Apples, Bread, Tomatoes, Pasta",86,3,Canada,3/24/2020
896,Beef,94,4,Australia,6/4/2021
823,"Rice, Tomatoes",67,10,United Kingdom,2/10/2023
562,Chicken,15,15,Germany,11/23/2021
46,"Rice, Butter, Cereal",19,6,United States,3/31/2022
667,Chicken,83,5,United States,8/21/2023
757,"Bread, Rice, Fish",93,1,Canada,8/29/2024
932,"Chicken, Potatoes, Tomatoes, Bread, Milk",18,20,United States,2/19/2020
642,Grapes,10,4,Germany,6/23/2021
508,"Pasta, Beef",80,10,United Kingdom,8/1/2024
7,"Tomatoes, Grapes",57,18,United States,9/18/2021
613,"Potatoes, Oranges",23,19,United States,4/13/2022
974,"Eggs, Milk, Tomatoes, Butter, Bread",87,2,United States,9/1/2024
504,"Beef, Lettuce, Milk, Fish",65,6,United States,10/4/2020
209,"Cheese, Oranges, Tomatoes, Apples, Butter",77,1,Australia,7/22/2022
915,Lettuce,85,14,Germany,9/10/2023
755,Tomatoes,93,18,Germany,12/1/2021
987,"Beef, Tomatoes, Fish, Eggs, Bananas",27,5,United Kingdom,5/12/2022
216,"Potatoes, Bananas",54,14,Canada,1/7/2023
498,"Milk, Onions",20,7,United States,7/3/2020
366,"Lettuce, Beef, Onions, Grapes, Eggs",25,14,United States,8/18/2022
225,"Butter, Pasta, Grapes",52,3,Canada,1/11/2021
784,Fish,36,15,United States,7/13/2024
761,"Grapes, Bread, Onions, Tomatoes",84,15,United Kingdom,12/10/2024
46,"Chicken, Bread, Pasta, Tomatoes, Butter",28,15,Canada,10/9/2023
342,"Carrots, Eggs",1,13,Germany,2/9/2023
598,"Eggs, Apples, Potatoes",12,15,Germany,7/10/2023
192,"Eggs, Beef",,,Canada,2/9/2023
578,Carrots,95,3,United Kingdom,4/21/2024
